id,source_wsi,dataset,i,j
81c401e23167,7,3,10752,25600
81c9693f33ae,7,3,09728,14848
81ccefd2df36,14,3,11787,28577
81d7080ee1f1,1,2,09728,07680
81e49a2e8c6b,1,1,04096,41984
81e8ec1597a9,7,3,07680,31744
820187384c46,7,3,15872,16384
821253cb5754,9,3,14336,24576
82164f736db2,14,3,13323,24993
821c4ead0239,7,3,25600,16384
82257d852c6e,2,2,14848,12324
823465f29282,12,3,23040,28160
823975f9a7c7,10,3,24672,27608
823b99840b99,7,3,17920,31232
8248b4fe3e49,6,3,17408,24064
8250218f570c,10,3,21600,29656
8254e9f1af65,2,1,17408,21504
825c86b85e5f,11,3,04565,48657
82601f023e68,13,3,15360,26624
8268dda3e499,3,2,12288,04608
826983d713b5,3,2,05632,13824
8279371ab262,11,3,19413,42513
8286d2526b1b,14,3,10763,27553
82968dd595d4,13,3,21504,25600
8297ecb276e1,10,3,24160,14296
829e4d31c843,12,3,17408,19968
82a5bad0ed1a,8,3,06656,09728
82b8a9e3ffbe,6,3,23040,23552
82bc998e9762,2,2,15872,15908
82bdc295071e,9,3,16896,09728
82c4fcba8d45,12,3,17408,19456
82cb6afba48f,6,3,22016,05632
82d2d38997a4,12,3,17408,27136
82e7996caf40,9,3,19456,25088
82ebdf90c9a8,3,2,07168,11264
82f5fd3080a0,2,2,16384,18468
82f80558f009,10,3,18528,20952
830496ff9e99,6,3,09216,13312
8304f634e76e,2,2,20480,13860
830dafc6cb4c,2,2,17920,12836
83277f552cbf,13,3,23552,41472
832a1cf1a44c,3,2,02048,15872
832e20b29c9d,7,3,14848,10752
8331ac9ad099,10,3,13920,27608
833be10ace2f,10,3,24160,09688
83490076c52e,9,3,05120,37376
835ec9beef17,7,3,18944,31232
836f728b5c18,1,1,02048,41984
837a0c8c727c,13,3,10752,31232
837be7f23418,12,3,11776,22528
837d0303f226,10,3,14432,29144
837df34fac6a,7,3,13824,29184
83823f946f62,8,3,17408,13824
8383120256d4,12,3,16384,22528
8390750e16e5,12,3,20992,18944
839c7a0d2102,6,3,12288,07168
83a3cfb395f8,10,3,24672,19416
83a7f8ea3f09,3,2,08192,14336
83accb438714,1,1,02560,39424
83b701de8f96,7,3,24064,20992
83dae43900dc,6,3,10240,27136
83db373faecc,2,2,20480,16932
83dd35ad9daf,4,2,13312,24576
83e074dc3b4a,10,3,14432,14296
83e07cb91b35,14,3,09227,23969
83e32b56a445,11,3,12757,19985
84124aab5f79,13,3,20992,33280
84142a961510,10,3,12896,17880
842f18e4a2e0,9,3,05120,36352
8432cd9d274a,10,3,19040,28120
84375d63c34d,6,3,18944,25600
8450a69a0fab,9,3,05120,35328
845969634b23,14,3,14347,35233
846a7e1de67d,6,3,17408,31744
846d044be145,7,3,20480,12800
846ed1eb28fa,12,3,09728,24064
8471cf1e3e72,4,2,05632,27136
848ccac386f5,11,3,17365,19473
8491370e454b,1,2,10240,03072
84937caa1295,6,3,10240,12288
84a3a48a848c,11,3,13781,33809
84a3f37bf808,1,2,11264,09728
84c7bca10182,8,3,15360,16384
84d0109c3136,12,3,23552,29184
84d6716c6ea9,4,2,05120,22016
84d6e642b1a7,10,3,20576,13272
84d81e7b03c1,2,1,20992,23040
84f865d94bc4,6,3,11264,23040
8500fbf0daaa,14,3,06667,27041
8504e2307610,9,3,11264,27136
850947818ce9,3,2,03072,16896
850b92b5af05,6,3,17920,23552
851813fd2570,8,3,12288,19456
851a4c6b70ba,3,2,07680,07680
851a803b0701,10,3,24672,18904
85215990f9d3,8,3,17920,14336
8533ba9bc160,1,1,08192,39936
85369737ec0e,14,3,09739,27553
8553a1714007,10,3,13408,08664
8565f71a4149,1,1,03072,43008
856974780717,9,3,17408,21504
857753b9fec3,2,2,15360,12324
8580b279b7f0,13,3,14336,26112
8596f16bd298,8,3,22528,10752
859e8f08c1cc,14,3,08715,40353
859fad09cedb,8,3,13312,12800
85affadde232,3,2,08192,10240
85b531580faa,8,3,17408,23552
85c2d78dbbc0,2,2,17408,14372
85ed7b7d9b2a,6,3,22016,17920
85f1ac0f3a76,6,3,17920,11264
85f5c8b8e408,1,2,12800,09728
85fae4b2ca7c,3,2,08192,13824
860a432df835,13,3,24064,35840
861ffbc05b45,1,2,08192,09728
86210a12ba4d,10,3,13408,28120
862e487da3af,7,3,17408,32256
86361aca5683,3,2,14336,05632
863874819e27,4,2,05632,25600
864a9f7ad88d,6,3,18432,09728
8659cee03470,6,3,18432,12288
865a2efa9275,6,3,09216,05632
8662d2211bd9,12,3,15360,28160
866cff076c29,2,1,19456,23040
867273c37794,12,3,20992,26624
86915e303ce8,9,3,14848,30208
8695312c7068,11,3,18901,26129
869821f08454,13,3,12800,23040
86a75a9863e5,2,2,18944,18468
86b0e8472dd4,11,3,12757,32785
86b23e6023fa,12,3,07168,19456
86c48db9398a,13,3,26112,25088
86ce1ec35863,10,3,20576,14808
86d2d56366d4,8,3,10240,16384
86d2ffc107c6,10,3,17504,12248
86daabc52126,13,3,22016,26624
86e5caae84cc,8,3,08192,14848
86eb6e155f4d,9,3,04608,42496
86ebd3dfde1c,11,3,16853,27665
86ec8360204e,13,3,14848,28160
86fce25a2dfa,10,3,15968,23000
871cc623dd41,12,3,10752,18944
871d4284b942,2,2,19968,16420
8726bb1004e6,12,3,18944,27648
8729838a2729,13,3,23552,39424
87393692112f,6,3,09728,16384
8742ed76bfd1,14,3,07691,13217
8745a85425f8,6,3,14336,08704
8747fab2dba5,14,3,10251,31137
874e471baa51,9,3,18432,10752
8758e0b50301,1,2,12288,03584
8769973bf8d6,11,3,07125,40465
876e8b77e323,7,3,19456,29696
876febdf4676,8,3,18432,15872
87711cbc13c6,7,3,25600,30208
8772f9f73e63,13,3,24576,31744
8778eb92406b,6,3,13312,12800
8780578e6bbb,3,2,07680,06656
878844fedcbb,2,2,19968,15396
8791f15fbc14,2,2,24064,18980
879ee3b5c6ef,9,3,09728,37376
87a07ec41751,1,1,05120,40960
87aa19c018dd,6,3,14848,28672
87b5d0abf8c1,6,3,16896,14848
87b67fdd8a81,12,3,12288,22528
87d6fa024b39,11,3,08149,44561
87dd2c5a1d38,6,3,15360,25600
87e02fa1d1f6,10,3,16480,08152
87e33a4b06c1,10,3,13920,26072
87f1032344dc,11,3,10709,22545
87f7cb743e92,4,2,06144,23552
881186005e82,1,1,10752,44032
882010e1c978,11,3,13269,39953
882480c5f534,11,3,06101,37905
883427695642,8,3,20480,23040
883b3cefbccb,13,3,23552,32256
8859c7b61912,10,3,24160,28632
885d35f6f2f3,3,2,10240,05120
88614cbaa57c,1,2,09216,09728
888d517ea065,10,3,14944,16344
888da992995a,10,3,14432,08664
889a95a6ef21,14,3,11275,31137
88a49f8cc259,11,3,05077,45585
88aae3a7afb3,2,2,18944,14372
88b53fcdd067,7,3,13312,11264
88b66171c08c,11,3,08661,19473
88ba1e20a52d,11,3,10709,30737
88bc5335c8cc,11,3,16853,49681
88c95fb9fb14,1,1,02048,39424
88ca86200594,9,3,17408,23040
88d349bebe86,1,1,02048,43520
88d7ad67cc01,7,3,20480,13312
88df0c216739,8,3,11264,17920
88e0608ed898,6,3,12288,19968
88e4755d529d,9,3,09216,29184
88e8fbbc2b4e,1,1,10240,40960
88ea9f934d92,11,3,17365,28177
88f91e46904e,13,3,17408,29184
891613413e69,1,1,09728,41472
89184912fef8,4,2,06656,24064
892146ef3207,1,1,04608,45568
892ee6af60ac,12,3,09728,20480
895973fae879,2,2,19456,20004
895c195c3efb,10,3,21088,12248
89676f94fc96,3,2,09728,04608
8967ed8831a8,7,3,14848,17408
89696d0f1623,2,2,17920,19492
896d6a04140f,11,3,08149,22033
898aedf8102a,13,3,15872,22016
8994c57494a3,10,3,21088,17880
89a018b498fa,7,3,14848,22016
89a53af0bf78,9,3,13312,18944
89b315fe477b,10,3,24160,29656
89c07195ee38,11,3,18389,20497
89c406905e08,3,2,07168,13824
89c9100a2bda,14,3,10763,09121
89cb08215a9b,10,3,24160,16344
89d78585ba7a,2,2,23040,20004
89e4e9d48bae,10,3,14944,23000
89e72e045544,10,3,16992,28632
89f294d9b299,3,2,07168,03584
89f5ab9da1e2,7,3,24576,20480
89f7001d2115,12,3,14336,19456
8a077df9b17b,10,3,21600,23000
8a100f8a780f,1,2,07680,03584
8a1bb1b8507f,13,3,13824,27136
8a1e5ef00438,3,2,08704,05632
8a284a03d5c5,13,3,24576,33280
8a2b71c9531a,1,2,10752,05120
8a30312d70c9,9,3,14848,16384
8a35acc8fc87,9,3,13312,20992
8a407d767c09,11,3,13781,20497
8a40ed27e1e5,14,3,09739,09633
8a59ce25cc6b,9,3,12800,31232
8a60272c70aa,1,2,09216,05632
8a6122895816,4,2,04608,24064
8a6e6fb756da,1,1,10752,40448
8a8a07ab3227,6,3,11264,10240
8aa3c41a9865,11,3,16853,31761
8ab0ca49ca97,14,3,08203,11681
8abfc630ccdd,1,1,10240,38912
8ae3e7e2f153,9,3,20480,08704
8af0e41f85f4,14,3,09739,18849
8af8a44c73f9,4,2,04096,24064
8b027f94d296,11,3,05077,36369
8b04afd46a4c,12,3,19968,22528
8b135754e695,3,2,03072,10752
8b169db88443,6,3,20992,08704
8b1f489fbc24,10,3,18016,14296
8b29704fd00e,11,3,10197,25617
8b29a4cb940e,1,2,13824,10752
8b32c4d7e658,6,3,13312,20480
8b33e8e0f0a1,1,2,07680,09728
8b3a08dbea69,8,3,23040,18944
8b3a92f16728,2,2,18432,17444
8b48fce62efe,13,3,20480,33792
8b64a20fc87a,6,3,19968,25088
8b6996474e82,12,3,11776,19968
8b7775abe43e,10,3,13920,11736
8b7b88f56e1c,14,3,06155,15777
8b7bc30b6173,4,2,03584,22528
8baf8bd94b2a,3,2,06656,10240
8bb4c014ca49,10,3,15456,22488
8bc9a741b0cf,14,3,07179,13217
8bcc8ba9ede6,13,3,25600,41984
8bcf777518a0,12,3,18944,20480
8bdea4d0738d,12,3,19456,25088
8be88b402878,1,2,11776,07680
8bee8d3fc2de,13,3,15360,32256
8c0413bcdcb9,12,3,07168,30208
8c06a46775c1,10,3,21088,08152
8c0bc17b3c77,6,3,09216,22016
8c0c22db51ae,6,3,23040,12288
8c1708ef6630,7,3,20480,06656
8c1965f78ecf,11,3,17365,43537
8c1edacabefb,8,3,14848,23552
8c24a7f68b44,14,3,14347,21409
8c2a3fb267a7,11,3,07637,24081
8c2bb9e8a3c8,7,3,12800,12288
8c3c1230b560,10,3,17504,15832
8c3f21ed30d6,12,3,19968,23552
8c3f3af6656f,10,3,21600,10712
8c4af5d6fca0,9,3,09216,36864
8c58083c502b,12,3,10752,30208
8c628edde4c5,10,3,18528,11736
8c638531d803,9,3,16896,17408
8c66c89b3e78,1,2,08704,02560
8c6a6e4162f6,14,3,08715,37793
8c6e88475953,7,3,23040,13312
8c6f184f5714,14,3,13835,23457
8c7cc6dde58e,9,3,10752,31744
8c822d75210e,9,3,06656,35328
8ca6628424da,1,2,08192,03072
8cb401cc36d6,4,2,09216,26112
8cb7d2ef7d2c,2,2,16896,19492
8cbc5307ceb6,14,3,14347,39841
8cc5278a7ecc,11,3,12757,28689
8cd488b88888,8,3,06144,18944
8cda9ef0a13b,13,3,16384,28672
8ce911c0b748,9,3,19456,29696
8cef0737b2a9,13,3,22528,25088
8d00f16159cf,13,3,17408,32256
8d054afcb4ec,14,3,13323,13217
8d0a23c24ef6,3,2,06656,04608
8d17375a9099,7,3,07680,24576
8d17ab2e4ecb,4,2,03072,23040
8d1e33210497,11,3,14805,39441
8d214885e43c,14,3,09227,31649
8d24ea45c6b6,2,1,22016,22016
8d28a74e7dbd,13,3,15872,23552
8d3125d07240,11,3,10709,36881
8d3df050b0c9,13,3,09728,23552
8d4d668351c0,6,3,19968,27648
8d555322afa5,11,3,08661,45585
8d55919f3d2e,12,3,06144,17920
8d5e597f7708,7,3,08192,30720
8d607b8a5e7c,8,3,12800,18432
8d60ccc783c1,2,1,29184,23040
8d6b0ed78fb9,4,2,12288,27136
8d7128bdcfb9,11,3,18389,18449
8d72e089ee9e,10,3,21600,29144
8d7accb9503e,9,3,16896,29696
8d906ba49446,6,3,21504,23552
8d9ac5fbdd71,12,3,17408,28672
8d9f7a1029fd,3,2,02048,16896
8db6b1499f3d,13,3,23552,35328
8db8669d743a,11,3,16341,27665
8dcbcd1b956f,8,3,17920,09216
8dd17d2e431b,9,3,10752,29696
8dd1fd05cc0b,10,3,19040,12760
8ddd82a5b4c1,14,3,14347,40353
8de2a6c79574,8,3,22016,17408
8de7c4f50ebb,6,3,20992,28160
8dfd433d8b5d,9,3,20992,26112
8dfe67824c41,10,3,22112,24024
8e0889536914,11,3,17877,26641
8e178cf81e57,6,3,14848,14848
8e41b73ca44a,8,3,18432,17408
8e44d72ff783,6,3,13824,17920
8e453ea9925c,12,3,06656,17408
8e467fa2a322,4,2,03072,24576
8e49b8743d97,11,3,11733,39953
8e4a34ee2d16,8,3,08704,24064
8e4e7ad1620b,9,3,18944,16896
8e61e30e0090,1,2,11264,02560
8e7326e7c4e5,8,3,12288,17920
8e8e05cbdf22,6,3,21504,19456
8e90e6189c6b,1,1,02048,38912
8e917e038d06,14,3,08715,09121
8ea7639ab7ea,12,3,20992,25600
8ea79662e4ce,12,3,19968,18944
8ea89054a05b,11,3,09685,28689
8eaa9fa5a6c2,14,3,08203,18849
8eaab8c79fca,6,3,17920,24064
8eb86fd90849,13,3,21504,25088
8eba5fdbf94d,3,2,07680,12288
8ebe362f6098,3,2,08704,16896
8ebea8a23178,1,2,14848,09728
8ecbeea7cd27,3,2,03584,12800
8ecc51bb2c9c,3,2,12800,03072
8ed12d0094c5,6,3,10240,33280
8ed2576f3cd9,13,3,16896,21504
8eefc5c8416e,13,3,22016,41472
8efa27fdd924,11,3,17877,19985
8f05f11507e9,14,3,12299,08609
8f0b2654e56c,3,2,11264,07168
8f0cf024a53a,9,3,17920,09216
8f256d18b5e4,1,1,08704,39936
8f28f9ece5e2,2,2,21504,18980
8f2e9b0253c3,6,3,09216,29696
8f457ba9c216,11,3,09173,30225
8f4c08f55c0f,2,1,18944,21504
8f55e5962c3a,10,3,24672,25048
8f5827ac115b,10,3,19040,12248
8f59fe6bea42,9,3,04096,28160
8f6f3e18eda5,1,2,08704,03072
8f89dc6a6bb4,10,3,20576,19416
8f8b2e918800,10,3,14944,19416
8f978e794e10,12,3,09216,17920
8f988ab60343,3,2,05632,10240
8fa257266922,9,3,15360,12800
8fa63480d054,3,2,09216,08192
8fbeaa3b4996,14,3,07691,24481
8fce09784a4c,10,3,12896,24536
8fe09df83cd3,9,3,06656,27136
8fe2a0b86e36,7,3,17408,30208
8fe2f75cc670,12,3,20480,28160
8fe768923b4f,7,3,12800,24576
8ff4511a3891,9,3,17920,28672
9003e9a1b50d,9,3,06144,38912
900ecb5e2c07,7,3,25088,12288
902bace17e68,3,2,03072,15360
90317e56cf0a,8,3,08192,16384
9044dcb4d285,9,3,12800,30208
90481ae2a0c9,1,2,10752,42496
9050af994abf,1,2,12288,06144
90589093a6d8,8,3,12800,12800
90636e98af59,14,3,06155,09121
908adc7b23e3,13,3,09728,32256
908cf010cdd4,14,3,09739,44961
9097ca7a9914,10,3,20064,10712
90a0bae8591c,11,3,11733,23057
90a50167d7fc,14,3,11787,20385
90aaa47d63fd,6,3,13312,22528
90b9fe9b9e4f,10,3,18016,19416
90bfd83f92b7,9,3,05120,38912
90cd480437a8,9,3,14848,23040
90ce77881285,11,3,17365,36369
90d42c979a0f,13,3,20480,25600
90e09328249d,14,3,11787,08097
90e10df06c46,4,2,04096,23552
90e493b9804b,13,3,22016,31232
90ec5f6e822d,4,2,04608,23040
90f89585e720,13,3,16896,32768
90fae0cae5bd,2,1,18432,20992
90fc648cdf96,12,3,10752,28160
91056c677eaf,14,3,10251,26529
910b93e1cf28,1,2,14336,09216
910d24bcdcca,10,3,24672,20952
91101158fefd,1,1,07680,45056
91170b600f70,1,1,07168,40448
911b753ffe47,2,1,22528,20992
911c1bc4f86b,13,3,20480,40448
9120a510b71a,4,2,08704,20992
912ebd02ee50,2,1,15872,22016
9143b3361957,11,3,10197,43025
915c1c8d09b0,9,3,20480,25088
916a0ac59a6e,11,3,17365,29713
9170ce4411a6,11,3,16853,32273
917eae619648,3,2,13824,04096
91858313a40e,1,1,06144,41984
91ad0c46eaa4,7,3,19456,17408
91b640a96931,4,2,01536,20992
91b66fbcf78d,2,2,25600,20516
91ba77e94fd3,2,1,27648,23552
91c140f6b6bc,2,2,17920,20516
91f61e8ff4da,11,3,08661,20497
91ff6a8cb3eb,8,3,12800,19968
920a7e611651,6,3,16896,19968
92110bd0bccd,13,3,11776,24064
9223d16d4ea9,9,3,20992,06656
92269537c487,7,3,11776,27648
9227f6ede08f,1,1,07168,39936
92318e0b51f1,12,3,16384,24576
9233984c12bc,3,2,14336,06144
9238564e01d5,11,3,14293,29201
92394add7fb2,2,1,30208,23552
923b4c8b5047,12,3,17408,30208
92450a58e849,1,2,16896,10752
9246a2ae2779,13,3,15872,32256
924a33dca314,13,3,22016,33280
92606b5d8059,11,3,07125,46609
926eb0db3b6a,11,3,10197,46609
926f37a900e1,7,3,13824,09728
926f839bc3bd,12,3,17920,16896
926f8900a9c5,10,3,16480,09176
9271a594931b,7,3,23552,24576
927345a058d9,8,3,21504,17408
927942db80bf,2,2,19456,13348
927fca225d38,6,3,22016,34816
9281b29dcd42,3,2,03072,13312
92a0275d3320,6,3,09728,26624
92a8337b9fd5,14,3,13323,29601
92ace7028afe,9,3,07168,34816
92b6d63918bb,12,3,09216,25600
92c290b55c0b,9,3,05120,29184
92c4b871639b,13,3,17408,23552
92c7d8ed57ed,7,3,12800,19456
92cdf9c282c6,6,3,15872,12288
92f12671d129,1,2,08192,06144
92f4105aa765,6,3,18432,23040
92fbc07a537c,2,2,16896,15908
9326acc4d96a,8,3,18944,22528
932c4fa02fee,1,2,08704,10240
934b54279db0,9,3,06144,29184
93551779310b,9,3,16896,26624
9356a85cf819,12,3,17920,25088
935703e259ac,10,3,13408,19416
9369bcc2d0e2,8,3,14848,15872
936a7b9b6d43,8,3,22528,22528
936f9bfb3966,1,1,08704,43008
938d4dd10454,8,3,12288,13824
939c99c1e09a,2,1,27648,23040
939eebcb0545,6,3,10240,05632
93ab215191f2,14,3,11275,38817
93b18a1f1602,10,3,23648,27608
93b580a6daa7,12,3,11264,19456
93bab06a701e,3,2,09728,02560
93be903784ec,8,3,09728,24064
93c5a94725e5,10,3,20576,08664
93c7422d2878,4,2,07168,24576
93c8f228d228,2,2,22528,15396
93ca7e9b5f80,2,2,22528,18980
93ce47d3694b,9,3,16896,31232
93d1710924ff,8,3,19456,25088
93d573dfb1e0,14,3,10763,19361
93e4e98ae7cc,10,3,23648,29656
93e84b034f98,13,3,24576,24064
93e9451f47dd,12,3,20480,27136
94031b8e8a96,9,3,15872,13312
940c089dbdbd,8,3,19456,16896
941366841422,14,3,09739,28577
941d52ab3759,11,3,10197,35345
94288c56b1d3,2,2,14848,13348
9435a0e112b0,8,3,16896,12800
9435b9d3bb2f,14,3,08203,15777
944414ec7629,6,3,15360,08192
944fa9ea2300,10,3,20064,26072
947447479640,2,2,19968,14884
9487a46b90b5,8,3,17408,13312
948a904cbb08,7,3,19456,26624
9491d6692d2f,8,3,11264,12800
9497af51a1d4,6,3,20992,25088
94a016bc289d,6,3,20480,12288
94a3349b4467,11,3,09685,23057
94a3c72459be,3,2,08704,13312
94a6f65e771a,7,3,16896,08192
94ad702e49b3,6,3,23040,31232
94ad7d9e5497,1,1,04096,40960
94bfffaf86aa,7,3,25088,17920
94d79b759495,9,3,14848,07680
94dd41f92b1d,1,2,11264,09216
94e765e2048b,11,3,04565,51217
94e8e84ee6cb,7,3,19456,13312
94ea941a4765,11,3,14805,46097
94f11c67c4c3,2,2,24064,20516
94f26e581ec3,3,2,02560,10240
94fa00db27db,10,3,19552,14296
950163e011d8,9,3,08704,33280
9504b91ecd37,12,3,06144,21504
951d7a241936,1,1,05120,41984
954010aca957,4,2,03072,23552
9544548cc25f,10,3,22624,20952
9546e3a4b2a9,1,2,12288,07168
954df3595fa3,14,3,12811,29089
95500cc8a9b7,11,3,10197,30225
9550d8cb3d22,8,3,17408,21504
9565a666e24e,14,3,09739,10145
956c70095476,6,3,10752,13312
9577ab29765f,10,3,18528,23000
9579d302d0fb,7,3,16896,32768
95823c082282,6,3,17920,15872
9584c1182975,7,3,10752,12288
95889227e8b4,6,3,13824,09728
9596b376c210,1,1,07168,44544
959dbef4085f,12,3,20480,19456
95a9453198f1,14,3,11275,11169
95b34d4e7cde,3,2,12800,05632
95ba9865d3da,10,3,22112,25560
95bbe02377fb,9,3,06144,26112
95c077870f91,1,2,12288,08192
95c37a03dbe1,6,3,09728,27136
95ccdd740dc8,10,3,18528,16344
95dd1090e604,10,3,22112,17368
95edea38c6b9,11,3,06613,38929
95f6c3bf660c,12,3,08192,20480
95f7aed91c2d,11,3,11221,49681
95f7c78790a3,13,3,17408,22016
95f979e33f13,6,3,10752,14336
960489b8c26a,12,3,19456,26624
9607d18842db,12,3,10240,26624
960b36e1fcf0,13,3,15360,26112
960fed572dd3,3,2,13312,05120
961d9a924c56,14,3,06667,34721
962d49292616,12,3,26112,29184
9641211ebc73,8,3,09216,14848
964f3f2a78bd,10,3,15968,18904
96563ed3becb,10,3,12896,25560
967e9ec1b71f,11,3,16853,34321
968508c6441e,14,3,12811,13729
9689ef9d8720,7,3,23040,28672
96acfa4d5cb5,14,3,13323,23457
96b92a29ecbe,4,2,11776,23040
96c140b75d00,9,3,07168,41984
96c2d15e0fa1,2,1,26112,23552
96d78a631ccb,8,3,13312,09728
96d90cc8e384,6,3,10752,16896
96e5bac74853,2,2,24576,17956
96edf6531f2d,3,2,14336,06656
96f088940597,2,2,20480,17444
96f1e0918df2,3,2,05120,15360
96fb40449379,14,3,09739,13729
96fec2118bce,11,3,17877,36369
970088b6faf9,9,3,10752,26112
97342ae34633,14,3,12811,41889
973ff813d84c,12,3,09216,29184
97452d8d3947,9,3,16384,07680
974c4ad43011,8,3,09728,19456
974e0da228d1,11,3,14293,42513
97551fbdf2bf,1,2,09728,08192
976567e5d13a,11,3,12757,25617
977159da60e3,3,2,11776,05120
97794a05cd27,9,3,04608,35840
977ba3ca254c,12,3,19968,19968
9782ac95d840,3,2,07168,04096
97847f58af65,12,3,24064,22016
979ca75418b2,6,3,13824,07680
97b461399691,8,3,06656,21504
97cc1ee353d6,8,3,11264,19456
97cc4d3b95bf,14,3,10763,32673
97d4deb364e2,12,3,14848,18432
97dce4548ae2,2,1,20992,20992
97e4eee0becc,10,3,16992,14808
97f28ae40100,8,3,07168,18432
97f404585e68,2,2,16384,19492
98080d0a5641,8,3,21504,09216
98283f2f7f29,8,3,15360,13312
982c5ca21f8d,9,3,07168,31744
98352d68b9b6,7,3,19968,11776
98391c20c507,11,3,05589,48657
983ac54e3d3c,7,3,23040,13824
9848ab8ba5b9,7,3,21504,16896
9859f10d28dc,9,3,12288,12288
985cb92d2e5a,14,3,07691,35745
9860eb56d428,14,3,06155,39841
9874a5344dc6,9,3,07168,30720
9876bba3f9b0,7,3,16384,31744
9877c0dfede4,12,3,24576,27648
9883d4030cab,7,3,13824,07168
98851ccfa95d,7,3,22016,15872
98856fa8ee15,9,3,04608,26112
988658feb9f6,11,3,06613,26129
989323404d7e,7,3,20480,24064
9898fe06f03a,11,3,11221,44049
989936714cf5,4,2,13312,23552
989ffccea3a9,14,3,13323,37281
98a235b69354,4,2,11776,24576
98a960f0cbc2,6,3,12800,23040
98afebe7cca1,1,2,12288,05632
98b18c155ed1,2,2,20992,19492
98bf9c604de1,6,3,20992,16384
98c5c2719037,14,3,13835,45985
98c5e6a26d26,7,3,18944,10240
98d3626f777d,14,3,09739,21921
98de83a2b286,10,3,14944,27096
98e2fb881ac7,12,3,08192,29696
98f9ea814477,2,2,20992,16932
99063086e8f0,10,3,12896,09688
990b5ac88c51,14,3,12299,35745
990d560688fc,7,3,12288,30208
99100bba12bb,13,3,13824,30720
9911a75535d3,9,3,18944,08704
9911b6700dce,6,3,13824,19968
99178df4d374,11,3,09173,36881
992005ddd4f7,10,3,23136,18904
99204afff6dc,10,3,20064,14296
992235008864,11,3,07637,21521
9934681661bc,2,2,16384,15396
9937c3ba1167,10,3,15456,29656
993a5ac25b94,3,2,08704,14336
99520e4f2d82,8,3,22528,12288
996906c07c93,9,3,18944,24576
9976f4ba1b4a,8,3,17408,19456
998ec5515331,11,3,05589,45585
999660eef463,12,3,08704,29696
999729876078,6,3,23040,34816
999b30d7abf1,13,3,22528,37376
99aebcfedd07,7,3,16384,25600
99b5e4b99aca,11,3,07125,27153
99c44f574280,7,3,22528,25600
99c87dc71136,8,3,07680,09728
99ddcf7fb9a3,1,2,18432,10240
99f1ad043db6,11,3,13781,33297
9a0025151560,14,3,06155,37793
9a02a4742a94,11,3,04565,40465
9a1729c3da63,11,3,07125,28177
9a2004e16035,1,1,10240,41472
9a3092ff1fc1,7,3,23040,23040
9a3388178d25,9,3,14336,13312
9a4ac92edd79,1,2,12288,10240
9a4d59b6c3ec,1,2,15360,09728
9a4e64afb767,7,3,18944,07680
9a53eff36233,12,3,14336,19968
9a698f86f49f,6,3,13312,13824
9a6cc8bb3bac,12,3,21504,19456
9a70c2d9e4f4,1,2,11264,08192
9a7bc8d347c4,2,2,26112,21504
9a8016af5f0e,12,3,12288,26624
9a8d5c8dd8c9,12,3,23040,27648
9a8dae522a4b,10,3,24160,10200
9a9aa25b1ccc,11,3,08149,22545
9a9d2d6bdbce,3,2,10240,06656
9ab13c781cbd,14,3,11787,12193
9aba2b1f2b23,7,3,10752,25088
9abb800898c5,2,1,26112,22528
9abd190857da,12,3,15360,25088
9ac10b2a1110,14,3,09227,41889
9ace1892a9b8,10,3,16992,20440
9ad306ffd353,10,3,21600,26072
9afac4fc65ef,1,1,04096,43008
9b017ecc86ee,8,3,17920,12288
9b2ddbf2c0d1,13,3,20992,32256
9b3ad40b7483,12,3,15872,23552
9b3aeaa47bd7,6,3,12288,31744
9b41316fd03d,12,3,22528,28160
9b4a2eff557e,6,3,20480,06656
9b58965fe244,11,3,16853,41489
9b59fcf1f933,12,3,06144,19456
9b5a3390ac22,10,3,15456,11736
9b60107fd77b,12,3,06144,17408
9b60f092dd52,3,2,04608,10240
9b6852c2781c,11,3,14293,43025
9b69a1efaa97,12,3,10240,25600
9b6f53bffa49,10,3,24672,11224
9b8167590dc6,7,3,25600,15360
9b8354d087e4,7,3,15872,10752
9b8b44381e92,9,3,08704,36864
9b9349a10d8d,1,2,07680,05120
9b95807e6b23,1,1,02560,42496
9ba29448632b,2,1,27136,22016
9ba5dc67d70a,14,3,13323,47521
9bad53b7e8a3,12,3,18432,27648
9bbc10581d11,12,3,17408,24064
9bccb967ea89,8,3,21504,18432
9bceaf85f0a5,13,3,25600,29184
9bcec6603aaf,11,3,06613,44561
9bd91b853038,7,3,13312,17408
9bdce925eac7,14,3,12299,21921
9be13a2ef804,12,3,18432,17920
9bf2e8f5b9c0,11,3,08149,49681
9c05943c1d4e,6,3,22528,12800
9c0597142121,13,3,24576,31232
9c0b4d5904a6,14,3,10763,13729
9c19b3aabfdb,2,2,20480,18980
9c1b23f38d74,6,3,12800,35328
9c430516eea6,10,3,14944,20440
9c469a8f6eb0,14,3,10251,29089
9c4af7445679,9,3,19456,06144
9c4d6dcccb37,12,3,06656,18944
9c4e1d34f858,10,3,14432,16856
9c4e8fd87b82,9,3,16384,08704
9c51164368d8,9,3,12800,29696
9c64e55f13da,13,3,12800,31232
9c6a7939600f,14,3,13835,47521
9c71dfb0d53d,10,3,22112,11736
9c8c94a083d4,11,3,07637,28177
9c9258aa044c,7,3,07680,30720
9ca9f15c1331,8,3,13824,16384
9cbdd3eb5929,1,1,04096,41472
